,Company,TypeName,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,ppi,IPS,Touchscreen,Layer1SDD,Layer1Flash_storage,HDD,SSD,Hybrid,Flash_Storage
621,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.65,130488,157.0,0,0,0,0,0,256,0,0
622,Dell,Notebook,Intel Core i5,4,1TB HDD,AMD Radeon,Windows 10,2.2,69118,141.0,0,0,0,0,1,0,0,0
624,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 7,1.88,83013,100.0,0,0,0,0,500,0,0,0
625,Lenovo,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.2,80074,141.0,0,0,0,0,1,0,0,0
627,Lenovo,Notebook,Intel Core i5,4,128GB SSD,Intel HD,No OS,2.2,41685,141.0,0,0,0,0,0,128,0,0
628,Asus,2 in 1 Convertible,Intel Core i5,6,1TB HDD,Intel HD,Windows 10,1.5,56917,166.0,0,1,0,0,1,0,0,0
629,Dell,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.0,162107,141.0,0,0,0,0,0,256,0,0
630,Asus,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.1,169233,157.0,0,0,0,0,0,512,0,0
631,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.62,131735,141.0,0,0,0,0,1,256,0,0
632,Lenovo,Notebook,Intel Core i5,4,256GB SSD,Intel UHD,Windows 10,1.8,73839,141.0,0,0,0,0,0,256,0,0
633,Lenovo,Notebook,Intel Core i3,4,1TB HDD,Nvidia GeForce,Windows 10,2.2,51572,141.0,0,0,0,0,1,0,0,0
634,Asus,Notebook,Other Intel Processor,8,1TB HDD,Intel HD,Windows 10,2.0,35539,100.0,0,0,0,0,1,0,0,0
635,Asus,Notebook,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,1.99,80753,141.0,0,0,0,0,1,0,0,0
636,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.23,166472,276.0,0,1,0,0,0,256,0,0
637,Lenovo,Notebook,Other Intel Processor,2,32GB Flash Storage,Intel HD,Windows 10,1.42,22178,112.0,0,0,0,1,0,0,0,32
638,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.37,156533,166.0,1,1,0,0,0,256,0,0
639,Dell,Notebook,Intel Core i7,16,1TB SSD,Nvidia GeForce,Windows 10,2.06,213679,282.0,0,1,0,0,0,1,0,0
640,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,98779,141.0,1,0,0,0,1,128,0,0
642,Lenovo,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.14,218221,157.0,1,0,0,0,0,512,0,0
643,Asus,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,No OS,2.5,104123,141.0,1,0,0,0,1,0,0,0
644,Acer,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.4,40082,100.0,0,0,0,0,500,0,0,0
645,Lenovo,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.43,24405,112.0,0,0,0,1,0,0,0,32
646,Acer,Ultrabook,Intel Core i5,8,256GB SSD,Intel Graphics,Windows 10,1.8,81855,157.0,1,0,0,0,0,256,0,0
648,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,108042,166.0,0,0,0,0,0,256,0,0
649,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.36,141087,176.0,1,0,0,0,0,256,0,0
650,Asus,Gaming,Intel Core i7,32,512GB SSD,Nvidia GeForce,Windows 10,3.8,249307,127.0,1,0,0,0,0,512,0,0
651,Acer,Gaming,Intel Core i5,8,1TB HDD,Nvidia GeForce,Linux,2.4,63151,141.0,0,0,0,0,1,0,0,0
652,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.2,129143,166.0,0,0,0,0,0,256,0,0
653,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,106154,141.0,0,0,0,0,1,128,0,0
654,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,No OS,1.86,32502,100.0,0,0,0,0,500,0,0,0
655,Toshiba,Notebook,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,2.0,94770,141.0,1,0,0,0,500,0,0,0
656,Dell,Notebook,Intel Core i7,8,256GB SSD,AMD Radeon,Windows 10,2.2,81855,141.0,0,0,0,0,0,256,0,0
657,Dell,Notebook,Intel Core i7,16,256GB SSD +  2TB HDD,AMD Radeon,Windows 10,2.2,101094,141.0,0,0,0,0,2,256,0,0
658,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.31,106528,141.0,1,0,0,0,1,128,0,0
659,Dell,Gaming,Intel Core i7,32,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,280336,255.0,1,0,0,0,1,512,0,0
660,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.56,109467,157.0,0,0,0,0,0,256,0,0
661,Lenovo,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,37320,100.0,0,0,0,0,500,0,0,0
662,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.2,47652,141.0,0,0,0,0,500,0,0,0
663,HP,Notebook,Intel Core i3,6,1TB HDD,AMD Radeon,Windows 10,2.04,48009,141.0,0,0,0,0,1,0,0,0
664,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,132427,127.0,0,0,0,0,1,128,0,0
665,Toshiba,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.1,44357,100.0,0,0,0,0,0,128,0,0
666,Dell,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.06,85062,141.0,0,0,0,0,1,0,0,0
667,HP,Notebook,Intel Core i7,8,1TB HDD,AMD Radeon,Windows 10,2.1,66357,141.0,0,0,0,0,1,0,0,0
668,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.0,112050,141.0,1,0,0,0,0,256,0,0
669,Acer,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Linux,2.1,36697,100.0,0,0,0,0,0,128,0,0
671,Lenovo,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,1.9,72855,141.0,0,0,0,0,1,128,0,0
672,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.3,92098,166.0,1,1,0,0,0,256,0,0
673,Lenovo,Notebook,AMD E-Series,4,128GB SSD,AMD Radeon,Windows 10,2.2,31085,100.0,0,0,0,0,0,128,0,0
674,HP,2 in 1 Convertible,Intel Core i3,4,128GB SSD,Nvidia GeForce,Windows 10,1.63,62260,157.0,1,1,0,0,0,128,0,0
675,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,115257,141.0,0,0,0,0,1,256,0,0
676,Asus,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.1,101094,157.0,0,0,0,0,0,256,0,0
677,HP,2 in 1 Convertible,Other Intel Processor,8,64GB Flash Storage,Intel HD,Chrome OS,1.4,44090,135.0,0,1,0,1,0,0,0,64
679,Acer,Gaming,Intel Core i5,16,256GB SSD,Nvidia GeForce,Windows 10,2.5,115702,141.0,0,0,0,0,0,256,0,0
680,MSI,Gaming,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.2,88883,141.0,0,0,0,0,0,256,0,0
681,Asus,Notebook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.86,37320,100.0,0,0,0,0,0,128,0,0
682,Dell,Gaming,Intel Core i5,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.21,182683,141.0,0,0,0,0,1,128,0,0
683,HP,Notebook,Intel Core i3,4,256GB SSD,AMD Radeon,Windows 10,2.5,62260,127.0,1,0,0,0,0,256,0,0
684,Lenovo,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel UHD,Windows 10,1.19,133516,166.0,1,1,0,0,0,512,0,0
685,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.49,250621,141.0,0,0,0,0,1,256,0,0
686,HP,Notebook,Intel Core i5,4,500GB HDD,AMD Radeon,Windows 10,1.86,54565,100.0,0,0,0,0,500,0,0,0
687,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.2,48603,100.0,0,0,0,0,1,0,0,0
688,HP,Notebook,AMD A-Series,6,2TB HDD,AMD Radeon,Windows 10,2.65,50681,127.0,1,0,0,0,2,0,0,0
689,Lenovo,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.1,28324,100.0,0,0,0,0,500,0,0,0
690,Acer,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.45,33401,112.0,0,0,0,1,0,0,0,32
691,Lenovo,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.7,62260,157.0,0,0,0,0,0,256,0,0
692,HP,Workstation,Intel Core i7,8,500GB HDD,Nvidia Quadro,Windows 10,3.14,169945,127.0,0,0,0,0,500,0,0,0
693,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.42,230691,210.0,0,1,0,0,0,256,0,0
694,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.5,86665,166.0,1,0,0,0,0,256,0,0
695,Acer,Netbook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.4,23960,135.0,0,0,0,1,0,0,0,32
696,Lenovo,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.38,155783,157.0,0,1,0,0,0,512,0,0
697,Asus,2 in 1 Convertible,Other Intel Processor,4,64GB Flash Storage,Intel HD,Chrome OS,1.2,59588,176.0,0,1,0,1,0,0,0,64
698,Toshiba,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.36,167184,166.0,0,1,0,0,0,512,0,0
699,HP,Notebook,Intel Core i7,4,500GB HDD,AMD Radeon,Windows 10,2.1,61369,141.0,1,0,0,0,500,0,0,0
700,Dell,Gaming,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.56,72948,141.0,0,0,0,0,1,0,0,0
701,Lenovo,Notebook,AMD A-Series,4,256GB SSD,AMD Radeon,Windows 10,2.2,35539,141.0,0,0,0,0,0,256,0,0
702,Lenovo,Notebook,AMD A-Series,8,1TB HDD,AMD Radeon,Windows 10,2.2,38211,100.0,0,0,0,0,1,0,0,0
703,Lenovo,Notebook,Intel Core i5,4,1TB HDD +  1TB HDD,Intel HD,Windows 10,2.1,55353,141.0,0,0,0,0,2,0,0,0
704,Lenovo,Notebook,Intel Core i3,4,500GB HDD,Intel HD,No OS,1.9,40082,100.0,0,0,0,0,500,0,0,0
705,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.18,70811,141.0,0,0,0,0,0,256,0,0
706,Acer,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.6,88981,166.0,1,1,0,0,0,256,0,0
707,Lenovo,Workstation,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 7,2.18,165225,141.0,0,0,0,0,0,512,0,0
708,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.8,106082,157.0,0,0,0,0,0,256,0,0
709,HP,Notebook,AMD A-Series,6,2TB HDD,AMD Radeon,Windows 10,2.71,58342,127.0,1,0,0,0,2,0,0,0
710,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,111248,141.0,1,0,0,0,1,128,0,0
711,Dell,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Linux,1.64,96997,157.0,0,0,0,0,0,256,0,0
712,Dell,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Linux,1.98,64665,141.0,0,0,0,0,1,0,0,0
713,Asus,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.5,26543,157.0,0,0,0,1,0,0,0,32
714,Dell,Notebook,Intel Core i5,16,512GB SSD,Intel HD,Windows 10,1.93,127073,141.0,0,0,0,0,0,512,0,0
715,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,1.87,76339,157.0,1,0,0,0,0,256,0,0
716,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.9,105014,141.0,0,0,0,0,0,256,0,0
717,Lenovo,Notebook,AMD A-Series,4,500GB HDD,AMD Radeon,Windows 10,2.19,26543,100.0,0,0,0,0,500,0,0,0
719,HP,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.63,106884,127.0,0,0,0,0,0,256,0,0
720,Lenovo,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.17,150229,210.0,1,0,0,0,0,512,0,0
721,HP,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.58,74516,118.0,1,1,0,0,0,256,0,0
722,Lenovo,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.32,133516,157.0,1,0,0,0,0,256,0,0
723,Dell,Gaming,Intel Core i7,32,1TB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,325943,255.0,0,0,0,0,1,1,0,0
724,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,120109,127.0,0,0,0,0,1,128,0,0
725,Lenovo,Notebook,Intel Core i5,4,1TB HDD,Intel HD,No OS,1.9,43635,100.0,0,0,0,0,1,0,0,0
726,Dell,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.2,64041,141.0,0,0,0,0,1,128,0,0
727,Dell,2 in 1 Convertible,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,1.71,57806,166.0,0,1,0,0,1,0,0,0
728,Dell,Notebook,Intel Core i5,8,1TB HDD,AMD Radeon,Linux,2.32,52509,100.0,0,0,0,0,1,0,0,0
729,HP,Notebook,AMD A-Series,4,1TB HDD,AMD Radeon,Windows 10,2.1,43555,141.0,0,0,0,0,1,0,0,0
730,Acer,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.2,172350,127.0,1,0,0,0,1,128,0,0
731,Dell,Notebook,Intel Core i5,12,1TB HDD,Intel HD,Windows 10,2.25,57806,100.0,0,0,0,0,1,0,0,0
732,HP,Notebook,AMD A-Series,6,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.1,57895,141.0,0,0,0,0,1,128,0,0
733,Acer,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.4,49790,100.0,0,0,0,0,500,0,0,0
734,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.44,85507,166.0,1,0,0,0,0,256,0,0
735,Lenovo,Notebook,Intel Core i7,4,1TB HDD,Intel HD,Windows 10,1.85,69386,141.0,0,0,0,0,1,0,0,0
736,HP,Workstation,Intel Core i7,16,256GB SSD,Nvidia Quadro,Windows 10,2.6,215460,141.0,0,0,0,0,0,256,0,0
737,Dell,2 in 1 Convertible,Intel Core i5,8,1TB HDD,Intel UHD,Windows 10,1.55,58697,166.0,0,1,0,0,1,0,0,0
738,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.8,186555,141.0,0,0,0,0,1,256,0,0
739,Acer,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.4,36590,100.0,0,0,0,0,500,0,0,0
740,Dell,Notebook,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.0,107507,141.0,0,0,0,0,1,128,0,0
741,Dell,Notebook,Intel Core i3,8,256GB SSD,Intel HD,Windows 10,2.0,59232,100.0,0,0,0,0,0,256,0,0
742,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.25,136722,157.0,1,1,0,0,0,256,0,0
743,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.7,88981,157.0,0,1,0,0,0,256,0,0
744,Lenovo,Workstation,Intel Core i7,16,1TB SSD,Nvidia Quadro,Windows 10,2.5,293842,282.0,1,0,0,0,0,1,0,0
745,Acer,Notebook,Other Intel Processor,2,32GB Flash Storage,Intel HD,Chrome OS,1.68,29393,112.0,0,0,0,1,0,0,0,32
747,HP,Notebook,Intel Core i3,8,256GB SSD,Intel HD,Windows 10,1.86,48009,141.0,0,0,0,0,0,256,0,0
748,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.6,100356,112.0,0,0,0,0,0,256,0,0
749,HP,Workstation,Other Intel Processor,16,256GB SSD,Nvidia Quadro,Windows 7,3.0,390928,127.0,1,0,0,0,0,256,0,0
750,Lenovo,Netbook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.4,42308,135.0,0,1,0,0,0,128,0,0
751,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.84,169233,141.0,0,0,0,0,0,256,0,0
752,Asus,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,No OS,2.45,51572,100.0,0,0,0,0,1,0,0,0
753,Lenovo,Ultrabook,Intel Core i5,4,180GB SSD,Intel HD,Windows 10,1.7,97621,157.0,0,0,0,0,0,180,0,0
754,Asus,Notebook,Intel Core i7,4,256GB SSD,Intel HD,Windows 10,2.37,75701,100.0,0,0,0,0,0,256,0,0
755,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.3,106795,276.0,1,1,0,0,0,256,0,0
756,HP,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,97888,141.0,1,0,0,0,1,128,0,0
757,HP,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 7,2.59,139038,141.0,0,0,0,0,0,256,0,0
758,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,255541,282.0,1,0,0,0,1,256,0,0
759,Acer,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,2.1,53353,100.0,0,0,0,0,0,256,0,0
760,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,93345,141.0,1,0,0,0,1,128,0,0
761,Dell,Ultrabook,Intel Core i7,16,256GB SSD,Intel HD,Windows 10,1.18,165581,176.0,0,0,0,0,0,256,0,0
763,Asus,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,100560,276.0,1,0,0,0,0,256,0,0
764,Dell,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.65,75620,118.0,0,0,0,0,500,0,0,0
765,Acer,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.6,58341,118.0,0,0,0,0,0,128,0,0
766,Asus,Notebook,Other Intel Processor,4,1TB HDD,Nvidia GeForce,Windows 10,2.8,41893,91.0,0,0,0,0,1,0,0,0
767,Dell,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.72,97888,282.0,1,1,0,0,1,128,0,0
769,Acer,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Linux,2.1,26543,100.0,0,0,0,0,1,0,0,0
770,Dell,Notebook,Intel Core i7,16,256GB SSD,AMD Radeon,Windows 10,2.3,105216,141.0,0,0,0,0,0,256,0,0
772,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.75,90851,112.0,1,0,0,0,0,128,0,0
773,Dell,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.62,97888,141.0,0,0,0,0,1,0,0,0
774,HP,Ultrabook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.26,110803,125.0,0,0,0,0,0,256,0,0
775,Asus,2 in 1 Convertible,Intel Core i7,12,2TB HDD,Nvidia GeForce,Windows 10,2.3,74730,141.0,0,1,0,0,2,0,0,0
776,Lenovo,Notebook,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 7,2.5,211096,282.0,0,0,0,0,0,512,0,0
777,Acer,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.8,56649,157.0,1,0,0,0,0,128,0,0
779,Asus,Notebook,Other Intel Processor,8,128GB SSD,Intel HD,Windows 10,2.0,51830,141.0,0,0,0,0,0,128,0,0
780,Dell,Gaming,Intel Core i7,32,1TB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,319654,127.0,1,0,0,0,1,1,0,0
781,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.3,209314,127.0,1,0,0,0,1,256,0,0
782,Toshiba,Ultrabook,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,1.47,157119,157.0,1,0,0,0,0,512,0,0
783,Lenovo,Notebook,Other Intel Processor,8,1TB HDD,Intel HD,No OS,2.2,29304,100.0,0,0,0,0,1,0,0,0
784,Lenovo,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.7,204772,157.0,0,0,0,0,0,512,0,0
785,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.6,168431,157.0,1,0,0,0,1,256,0,0
786,MSI,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,96997,141.0,0,0,0,0,1,128,0,0
787,Lenovo,Gaming,Intel Core i7,4,1TB HDD,Nvidia GeForce,Windows 10,2.4,88981,141.0,1,0,0,0,1,0,0,0
788,Acer,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.2,204772,127.0,1,0,0,0,1,256,0,0
789,Dell,Gaming,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.62,87734,141.0,0,0,0,0,0,256,0,0
790,Asus,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.24,119265,141.0,0,0,0,0,1,128,0,0
792,Lenovo,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.37,175468,166.0,1,1,0,0,0,512,0,0
793,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,2.08,85418,141.0,0,1,0,0,0,256,0,0
795,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.42,207533,210.0,1,1,0,0,0,256,0,0
796,Asus,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.63,26632,112.0,0,0,0,1,0,0,0,32
797,Dell,Notebook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.95,72147,100.0,0,0,0,0,0,128,0,0
799,Dell,Notebook,Intel Core i3,8,256GB SSD,AMD Radeon,Windows 10,2.0,65823,141.0,0,0,0,0,0,256,0,0
800,HP,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,3.14,183921,141.0,0,0,0,0,0,256,0,0
801,Asus,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.37,97888,141.0,0,0,0,0,0,256,0,0
802,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.29,133516,166.0,0,0,0,0,0,256,0,0
803,Dell,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.06,155783,282.0,0,1,0,0,0,256,0,0
804,Dell,Netbook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.63,66268,135.0,0,0,0,0,0,128,0,0
805,HP,Netbook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.26,123718,125.0,0,0,0,0,0,256,0,0
806,Toshiba,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.1,69475,100.0,0,0,0,0,500,0,0,0
807,HP,Notebook,AMD A-Series,8,2TB HDD,AMD Radeon,Windows 10,2.04,56025,100.0,0,0,0,0,2,0,0,0
808,Dell,Gaming,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.62,149549,282.0,0,0,0,0,0,512,0,0
809,Lenovo,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,Windows 10,2.4,54244,141.0,0,0,0,0,1,0,0,0
810,HP,Gaming,Intel Core i7,12,1TB HDD,AMD Radeon,Windows 10,3.74,155783,127.0,1,0,0,0,1,0,0,0
811,MSI,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,215104,127.0,0,0,0,0,1,512,0,0
813,Dell,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,1.98,85596,141.0,0,0,0,0,1,0,0,0
814,Dell,Notebook,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,2.18,70348,141.0,0,0,0,0,0,256,0,0
815,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.32,165581,157.0,0,0,0,0,0,256,0,0
817,HP,Netbook,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,1.23,34292,135.0,0,0,0,1,0,0,0,16
818,Dell,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,223122,127.0,1,0,0,0,1,128,0,0
819,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.76,67248,112.0,0,0,0,0,500,0,0,0
820,Lenovo,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.1,43635,100.0,0,0,0,0,500,0,0,0
821,Toshiba,Ultrabook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.25,97086,112.0,0,0,0,0,0,128,0,0
822,Lenovo,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.13,222586,157.0,1,0,0,0,0,512,0,0
823,MSI,Gaming,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.4,106795,141.0,0,0,0,0,0,256,0,0
824,Lenovo,Ultrabook,Intel Core i5,8,256GB Flash Storage,Intel HD,Windows 10,1.13,167006,157.0,1,0,0,1,0,0,0,256
825,Toshiba,Notebook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.75,44446,112.0,0,0,0,0,0,128,0,0
826,Asus,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.1,120957,166.0,0,1,0,0,0,256,0,0
827,Dell,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.76,52106,112.0,0,0,0,0,500,0,0,0
828,Acer,Netbook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.35,31620,135.0,1,0,0,1,0,0,0,32
829,Acer,Notebook,Intel Core i3,8,128GB SSD,Intel HD,Windows 10,1.5,55134,157.0,1,0,0,0,0,128,0,0
831,Lenovo,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.1,186958,210.0,1,0,0,0,0,512,0,0
832,Asus,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,Linux,2.1,46227,141.0,0,0,0,0,1,0,0,0
